loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon,isDefault
1042906,242906,6400.0,3,20.889,234.57,E,幼教与中小学校,金融业,,2,2,2014/10/1,0,296,5,37.56,1,725.4545455,906.8181818,8,0,0.0,13980.0,69.57692308,1,0,Aug-91,0,1,3.0,0.0,6.0,16.0,9.0,0,0,0.0,0.0
1047890,247890,29454.54545,3,6.489,1115.04,A,政府机构,电力、热力生产供应业,< 1 year,2,1,2017/10/1,0,49,12,29.72454545,0,668.1818182,779.5454545,24,0,0.0,31375.07692,48.34615385,0,1,May-91,0,1,8.0,0.0,24.0,30.0,10.0,0,0,0.0,0.0
1049951,249951,1636.363636,3,17.091,65.98,D,普通企业,住宿和餐饮业,10+ years,1,1,2016/5/1,0,255,9,23.14,0,660.0,770.0,6,2,0.0,5049.0,108.7692308,0,0,3-Aug,0,1,3.0,0.0,6.0,4.0,2.0,0,0,0.0,1.0
1043543,243543,20415.90909,5,15.291,429.24,D,普通企业,电力、热力生产供应业,10+ years,0,0,2015/7/1,0,408,14,29.40909091,0,685.0,799.1666667,6,0,0.0,21566.53846,82.3,0,0,2-Feb,0,1,3.0,0.0,10.0,9.0,6.0,0,0,0.0,0.0
1020746,220746,5500.0,3,12.62,184.32,C,普通企业,住宿和餐饮业,,1,0,2018/2/1,0,549,8,36.76363636,1,605.4545455,706.3636364,10,0,0.0,7252.0,29.26153846,0,0,Dec-89,0,1,4.0,0.0,6.0,9.0,4.0,0,0,0.0,0.0
1010877,210877,35000.0,5,12.69,790.82,C,上市企业,建筑业,3 years,0,2,2015/4/1,0,19,14,27.45,0,805.0,939.1666667,17,0,0.0,3976.615385,8.615384615,0,0,Dec-95,0,1,3.0,0.0,10.0,18.0,6.0,0,0,0.0,1.0
1015159,215159,7090.909091,3,6.615,186.23,A,普通企业,金融业,3 years,0,2,2017/12/1,0,616,0,20.71636364,0,556.3636364,602.7272727,11,0,0.0,10645.0,58.26923077,0,0,Sep-95,0,1,8.0,0.0,4.0,14.0,6.0,0,0,0.0,0.0
1001504,201504,20454.54545,3,6.291,771.82,A,普通企业,公共服务、社会组织,1 year,0,1,2015/2/1,4,89,3,14.95454545,0,576.8181818,672.9545455,10,1,0.0,53312.0,53.09230769,0,0,Nov-89,4,1,8.0,0.0,2.0,19.0,12.0,0,0,0.0,0.0
1020141,220141,8181.818182,5,17.171,241.12,D,普通企业,金融业,10+ years,1,2,2015/3/1,4,95,13,14.13636364,1,670.0,837.5,7,0,0.0,13693.07692,73.9,0,0,Nov-94,4,1,4.0,0.0,5.0,6.0,4.0,0,0,0.0,1.0
1033907,233907,41363.63636,5,15.939,823.31,C,普通企业,电力、热力生产供应业,10+ years,0,1,2016/11/1,4,63,14,12.99272727,0,540.0,675.0,21,0,0.0,47656.0,73.66153846,1,0,3-Oct,4,1,14.0,0.0,14.0,24.0,11.0,0,0,0.0,1.0
1008326,208326,8727.272727,3,10.923,257.88,B,政府机构,金融业,2 years,1,0,2017/12/1,0,49,12,4.327272727,0,600.0,650.0,4,0,0.0,4550.0,46.5,0,0,Oct-99,0,1,4.0,0.0,1.0,5.0,3.0,0,0,0.0,0.0
1038312,238312,16363.63636,5,14.193,483.93,D,上市企业,文化和体育业,4 years,0,0,2016/1/1,0,526,20,16.17818182,0,720.0,780.0,6,0,0.0,21223.0,103.3846154,1,0,5-Nov,0,1,4.0,0.0,12.0,7.0,3.0,0,0,0.0,0.0
1022595,222595,21818.18182,3,9.99,645.25,B,普通企业,公共服务、社会组织,8 years,0,1,2015/3/1,0,232,13,15.68727273,0,660.0,825.0,7,1,1.0,6538.0,41.9,0,0,Mar-95,0,1,2.0,0.0,3.0,17.0,12.0,0,0,0.0,0.0
1013319,213319,4545.454545,3,12.744,171.28,C,普通企业,房地产业,4 years,2,0,2014/2/1,8,529,23,8.09,0,774.5454545,839.0909091,3,0,0.0,2917.846154,49.47692308,1,0,4-Dec,9,1,2.0,0.0,1.0,4.0,3.0,0,0,0.0,0.0
1033417,233417,17727.27273,3,17.091,549.77,D,高等教育机构,信息传输、软件和信息技术服务业,< 1 year,1,1,2016/11/1,4,171,8,22.77818182,0,741.8181818,865.4545455,9,0,0.0,11990.46154,62.13846154,1,0,12-Aug,4,1,3.0,0.0,5.0,4.0,3.0,0,0,0.0,1.0
1037240,237240,18590.90909,5,19.99,541.69,E,普通企业,建筑业,5 years,1,1,2015/12/1,0,249,36,21.66545455,0,695.0,752.9166667,10,1,1.0,2249.0,26.19230769,0,0,4-Mar,0,1,4.0,0.0,9.0,8.0,1.0,0,0,0.0,0.0
1008433,208433,3636.363636,3,13.185,137.98,C,普通企业,交通运输、仓储和邮政业,10+ years,1,0,2015/6/1,0,550,8,29.27,0,660.0,770.0,14,1,1.0,8354.0,99.34615385,1,0,2-May,0,1,9.0,0.0,5.0,13.0,11.0,0,0,0.0,0.0
1029038,229038,27409.09091,5,12.591,779.32,C,世界五百强,批发和零售业,10+ years,0,1,2015/6/1,0,29,19,15.85,1,631.8181818,684.469697,8,0,0.0,13350.0,98.88461538,0,0,2-Feb,0,1,3.0,0.0,5.0,4.0,3.0,0,0,0.0,1.0
1023768,223768,3220.454545,3,10.791,90.5,B,普通企业,信息传输、软件和信息技术服务业,3 years,0,0,2014/12/1,0,413,37,10.68181818,0,660.0,770.0,10,0,0.0,5507.384615,40.3,1,0,Jun-95,0,1,5.0,0.0,12.0,20.0,12.0,0,0,0.0,0.0
1025265,225265,30000.0,3,5.841,903.31,A,幼教与中小学校,建筑业,10+ years,0,1,2018/4/1,0,54,28,26.47,0,785.0,915.8333333,13,0,0.0,23802.69231,29.19230769,1,0,Dec-98,0,1,6.0,0.0,9.0,10.0,6.0,0,0,0.0,0.0
1044891,244891,24818.18182,3,14.391,738.2,C,普通企业,房地产业,10+ years,0,1,2017/3/1,0,36,13,15.24,0,589.0909091,687.2727273,22,0,0.0,5449.846154,14.86153846,0,0,5-Jul,0,1,8.0,0.0,5.0,30.0,9.0,0,0,0.0,0.0
1000808,200808,35454.54545,5,13.49,690.15,C,政府机构,文化和体育业,8 years,0,1,2017/2/1,3,340,14,11.41,0,572.7272727,668.1818182,10,1,0.0,17638.92308,76.67692308,1,0,Jul-88,3,1,5.0,0.0,6.0,8.0,6.0,0,0,0.0,0.0
1011649,211649,8727.272727,3,10.076,255.0,B,普通企业,金融业,10+ years,0,2,2016/2/1,2,345,20,20.98636364,0,548.1818182,593.8636364,17,0,0.0,28251.92308,72.69230769,0,0,Feb-74,5,1,12.0,,12.0,16.0,8.0,0,0,0.0,0.0
1023458,223458,8181.818182,3,8.239,311.02,A,世界五百强,交通运输、仓储和邮政业,10+ years,2,0,2017/1/1,0,818,43,15.38181818,0,695.4545455,753.4090909,11,0,0.0,4607.307692,20.03076923,0,0,1-Nov,0,1,5.0,0.0,10.0,11.0,8.0,3,341,68.2,0.0
1021556,221556,15709.09091,3,11.691,646.84,C,政府机构,电力、热力生产供应业,4 years,1,1,2014/7/1,3,715,13,20.81454545,0,730.0,912.5,6,0,0.0,14237.0,86.42307692,0,0,4-Jun,3,1,3.0,0.0,6.0,10.0,4.0,3,4587,917.4,0.0
1031304,231304,22909.09091,5,17.171,506.34,D,上市企业,文化和体育业,10+ years,0,2,2015/2/1,0,235,8,1.75,0,752.7272727,878.1818182,5,0,0.0,6310.769231,76.03076923,1,0,1-Dec,0,1,1.0,0.0,2.0,2.0,0.0,0,5417,1083.4,0.0
1009118,209118,28363.63636,5,19.327,603.85,D,普通企业,批发和零售业,< 1 year,0,1,2014/10/1,0,451,36,12.96,1,695.0,810.8333333,11,1,0.0,10949.53846,49.10769231,1,0,Aug-96,0,1,6.0,0.0,5.0,13.0,4.0,5,9268,926.8,0.0
1032230,232230,27272.72727,3,12.88,840.91,C,高等教育机构,信息传输、软件和信息技术服务业,10+ years,0,0,2016/1/1,0,405,2,11.34545455,1,736.3636364,920.4545455,6,0,0.0,14843.23077,83.16923077,0,0,Oct-99,0,1,4.0,0.0,3.0,6.0,2.0,0,10584,2116.8,0.0
1040487,240487,11345.45455,3,13.33,324.99,C,普通企业,金融业,10+ years,1,2,2015/6/1,0,189,9,14.95454545,2,613.6363636,767.0454545,11,1,1.0,2022.461538,16.15384615,1,0,Jan-93,0,1,10.0,,2.0,18.0,10.0,3,3880,776.0,0.0
1040066,240066,16363.63636,5,16.77,494.59,D,普通企业,农、林、牧、渔业,5 years,0,2,2011/10/1,0,499,13,23.04,0,700.0,875.0,12,0,0.0,18492.92308,64.61538462,1,0,Nov-95,38,1,,,,,,1,2822,0.0,0.0
1009636,209636,20454.54545,3,8.69,782.26,A,政府机构,信息传输、软件和信息技术服务业,9 years,0,1,2014/3/1,0,63,14,9.59,0,785.4545455,916.3636364,14,0,0.0,12530.76923,20.03076923,0,0,Oct-93,0,1,9.0,0.0,8.0,19.0,14.0,3,1656,331.2,0.0
1045828,245828,27181.81818,3,11.061,767.12,C,世界五百强,信息传输、软件和信息技术服务业,10+ years,0,0,2015/10/1,4,43,19,5.94,0,710.0,887.5,9,2,0.0,16018.84615,48.0,0,0,Aug-83,4,1,5.0,0.0,5.0,16.0,12.0,0,5259,0.0,0.0
1001157,201157,4090.909091,3,10.087,143.46,B,普通企业,住宿和餐饮业,< 1 year,1,1,2015/8/1,0,267,27,10.36,0,540.0,585.0,8,2,2.0,1024.0,8.076923077,0,0,Nov-96,0,1,3.0,0.0,5.0,15.0,6.0,1,1565,469.5,0.0
1046115,246115,6545.454545,3,7.89,250.29,A,普通企业,公共服务、社会组织,2 years,1,0,2015/6/1,2,167,8,10.91818182,1,741.8181818,927.2727273,18,0,0.0,6332.0,11.1,0,0,1-Aug,5,1,8.0,0.0,7.0,23.0,17.0,3,1645,329.0,0.0
1048462,248462,20945.45455,3,5.841,588.38,A,上市企业,电力、热力生产供应业,10+ years,0,0,2016/2/1,0,812,14,8.64,0,634.0909091,686.9318182,11,0,0.0,37053.0,46.61538462,0,0,Apr-76,0,1,5.0,0.0,2.0,20.0,14.0,3,7692,0.0,0.0
1023951,223951,5454.545455,3,15.378,205.01,C,幼教与中小学校,信息传输、软件和信息技术服务业,< 1 year,0,0,2014/10/1,0,72,10,22.01454545,0,540.0,585.0,6,0,0.0,9140.769231,94.26923077,1,0,10-Sep,0,1,4.0,0.0,1.0,5.0,3.0,0,0,0.0,1.0
1049467,249467,21272.72727,5,16.416,497.73,D,普通企业,住宿和餐饮业,10+ years,0,2,2014/6/1,0,475,37,13.55727273,0,785.4545455,916.3636364,15,1,1.0,4690.0,23.07692308,0,0,Sep-86,0,1,4.0,0.0,37.0,18.0,8.0,2,7135,0.0,0.0
1004889,204889,11818.18182,3,11.754,438.4,C,政府机构,公共服务、社会组织,,0,0,2018/6/1,0,157,8,18.40909091,0,750.0,937.5,23,0,0.0,8119.615385,21.75384615,1,1,Nov-88,0,1,9.0,0.0,3.0,33.0,9.0,3,1680,336.0,0.0
1000323,200323,15363.63636,3,5.852,391.5,A,政府机构,电力、热力生产供应业,10+ years,0,0,2015/9/1,2,230,2,9.973636364,0,725.0,906.25,12,0,0.0,13018.84615,45.5,0,0,2-Oct,5,1,6.0,0.0,4.0,12.0,4.0,3,3602,1080.6,0.0
1039105,239105,10000.0,3,17.919,353.01,C,政府机构,公共服务、社会组织,10+ years,0,1,2013/4/1,0,162,2,11.42727273,0,690.0,747.5,5,1,1.0,2426.0,65.6,1,0,1-Dec,0,1,1.0,0.0,8.0,2.0,1.0,1,961,0.0,0.0
1022013,222013,8181.818182,3,12.681,342.22,B,政府机构,公共服务、社会组织,1 year,0,0,2012/8/1,12,369,21,13.03636364,0,568.6363636,710.7954545,11,0,0.0,39175.0,92.65384615,1,0,Mar-88,3284,1,,,,,,3,4627,925.4,0.0
1023959,223959,10909.09091,3,12.897,412.06,C,普通企业,文化和体育业,10+ years,1,0,2013/6/1,4,120,21,15.16,0,685.0,799.1666667,10,0,0.0,18181.0,54.27692308,1,0,Oct-97,22413,1,6.0,0.0,9.0,17.0,9.0,3,5262,0.0,0.0
1013812,213812,15454.54545,5,24.99,498.88,F,政府机构,金融业,5 years,0,1,2014/6/1,0,307,14,3.829090909,0,564.5454545,705.6818182,4,0,0.0,6909.230769,54.6,1,0,Aug-00,0,1,3.0,0.0,0.0,6.0,2.0,0,183,54.9,0.0
1027657,227657,24000.0,5,14.839,358.3,C,政府机构,金融业,9 years,0,2,2011/6/1,2,246,36,18.74,0,597.2727273,746.5909091,14,0,0.0,26859.53846,28.98461538,1,0,Jul-98,94,1,,,,,,4,7655,765.5,0.0
1005750,205750,10000.0,3,10.791,365.31,B,普通企业,文化和体育业,< 1 year,1,1,2014/4/1,0,79,2,21.73909091,0,780.0,910.0,12,0,0.0,13071.0,63.11538462,1,0,Jul-95,0,1,8.0,0.0,6.0,19.0,11.0,0,1981,396.2,0.0
1008411,208411,21436.36364,3,10.791,652.57,B,普通企业,信息传输、软件和信息技术服务业,3 years,1,0,2014/3/1,0,184,26,19.53636364,0,627.2727273,731.8181818,8,0,0.0,14072.30769,61.9,1,0,2-Mar,0,1,5.0,0.0,6.0,8.0,4.0,2,798,239.4,0.0
1003506,203506,11200.0,3,7.9,350.46,A,高等教育机构,信息传输、软件和信息技术服务业,7 years,0,2,2013/11/1,0,46,27,20.24545455,5,613.6363636,664.7727273,10,0,0.0,5155.384615,60.7,0,0,Jun-91,38,1,5.0,0.0,10.0,13.0,5.0,1,5124,512.4,0.0
1016136,216136,2100.0,3,11.44,69.19,B,普通企业,信息传输、软件和信息技术服务业,10+ years,0,2,2014/12/1,5,124,13,7.79,4,618.1818182,721.2121212,20,1,0.0,6664.615385,25.66153846,0,0,Dec-94,6,1,9.0,0.0,2.0,27.0,8.0,0,0,0.0,1.0
1023895,223895,9218.181818,3,16.99,301.23,D,普通企业,文化和体育业,,1,2,2015/11/1,0,232,13,12.61636364,0,640.9090909,694.3181818,5,0,0.0,11884.61538,72.0,0,0,Sep-94,0,1,3.0,0.0,4.0,7.0,4.0,0,0,0.0,1.0
1024040,224040,8181.818182,3,7.371,314.25,A,世界五百强,文化和体育业,10+ years,1,2,2015/2/1,0,111,8,15.74,0,552.2727273,690.3409091,14,0,0.0,15355.84615,62.0,1,0,3-Jul,0,1,11.0,0.0,5.0,24.0,12.0,0,0,0.0,1.0
1018968,218968,4581.818182,3,13.519,140.09,C,普通企业,公共服务、社会组织,10+ years,1,1,2015/9/1,3,590,8,8.427272727,0,680.0,736.6666667,9,0,0.0,4276.0,48.34615385,1,0,May-94,3,1,5.0,0.0,5.0,16.0,7.0,2,691,69.1,0.0
1049885,249885,21272.72727,5,11.421,406.71,C,政府机构,电力、热力生产供应业,10+ years,0,0,2015/8/1,4,92,18,8.854545455,0,548.1818182,639.5454545,7,0,0.0,15071.53846,87.41538462,0,0,3-Mar,4,1,4.0,0.0,15.0,4.0,3.0,2,7778,777.8,0.0
1016985,216985,10400.0,5,19.338,261.73,D,上市企业,电力、热力生产供应业,10+ years,1,2,2011/9/1,1,143,8,8.93,0,593.1818182,741.4772727,8,1,1.0,921.8461538,5.423076923,1,0,1-Apr,4663,1,,,,,,0,0,0.0,1.0
1024983,224983,9818.181818,5,13.545,285.8,C,高等教育机构,文化和体育业,,2,0,2018/1/1,3,45,21,2.438181818,0,763.6363636,890.9090909,6,0,0.0,552.6923077,6.461538462,0,0,4-Oct,3,1,4.0,0.0,3.0,9.0,3.0,0,0,0.0,1.0
1025589,225589,9454.545455,3,12.99,269.52,B,世界五百强,金融业,8 years,1,2,2013/10/1,0,261,8,18.72,1,680.0,793.3333333,14,0,0.0,20673.69231,62.42307692,1,0,Nov-99,28914,1,8.0,0.0,2.0,14.0,8.0,1,1652,330.4,0.0
1036802,236802,7500.0,3,17.919,264.76,C,幼教与中小学校,电力、热力生产供应业,10+ years,1,0,2013/6/1,4,313,43,11.97818182,0,747.2727273,809.5454545,9,1,1.0,5123.0,31.01538462,1,0,6-Oct,1158,1,3.0,0.0,2.0,15.0,12.0,0,0,0.0,1.0
1016925,216925,10000.0,3,14.421,337.47,B,普通企业,文化和体育业,6 years,1,2,2012/5/1,11,187,9,20.11090909,0,636.3636364,742.4242424,9,0,0.0,17533.38462,84.69230769,1,0,2-Jul,58510,1,,,,,,0,4138,1241.4,0.0
1004644,204644,32727.27273,3,9.75,964.5,B,上市企业,金融业,10+ years,0,1,2016/3/1,4,52,19,26.10545455,0,720.0,840.0,37,0,0.0,41427.69231,46.6,1,0,Feb-98,4,1,12.0,0.0,9.0,57.0,26.0,0,0,0.0,1.0
1048384,248384,10909.09091,3,12.69,335.45,C,普通企业,文化和体育业,7 years,1,2,2015/8/1,0,111,8,9.087272727,0,560.4545455,607.1590909,8,0,0.0,10902.76923,69.89230769,1,0,6-Sep,0,1,5.0,0.0,4.0,8.0,3.0,0,0,0.0,0.0
1027629,227629,20454.54545,3,8.789,783.3,A,政府机构,批发和零售业,10+ years,1,0,2016/11/1,0,107,30,22.57363636,0,785.4545455,916.3636364,11,0,0.0,16076.30769,41.1,1,0,7-Apr,0,1,2.0,0.0,7.0,13.0,7.0,0,0,0.0,0.0
1043632,243632,10636.36364,3,5.32,271.04,A,政府机构,电力、热力生产供应业,10+ years,0,0,2016/3/1,4,460,27,9.196363636,0,796.3636364,929.0909091,8,0,0.0,12051.92308,56.2,0,0,Oct-00,4,1,4.0,0.0,6.0,7.0,3.0,0,0,0.0,0.0
1047623,247623,31818.18182,5,24.695,975.64,F,普通企业,交通运输、仓储和邮政业,10+ years,2,0,2016/1/1,0,291,23,35.74545455,1,613.6363636,767.0454545,20,1,0.0,24308.30769,80.12307692,0,0,Jun-00,0,1,13.0,0.0,13.0,27.0,17.0,0,0,0.0,1.0
1038534,238534,2545.454545,3,18.689,99.82,D,幼教与中小学校,金融业,9 years,1,2,2015/10/1,7,134,8,20.50909091,0,752.7272727,815.4545455,10,0,0.0,9998.153846,47.16923077,0,0,5-Jul,8,1,3.0,0.0,5.0,7.0,3.0,0,0,0.0,0.0
1006627,206627,35000.0,5,18.854,872.48,D,上市企业,批发和零售业,10+ years,1,2,2015/1/1,0,466,36,11.15181818,0,700.0,816.6666667,11,0,0.0,42127.38462,101.9,0,0,Nov-89,0,1,3.0,0.0,15.0,14.0,7.0,0,0,0.0,0.0
1040053,240053,27500.0,5,12.089,597.78,B,上市企业,公共服务、社会组织,3 years,0,2,2015/6/1,2,90,21,2.7,0,725.4545455,906.8181818,8,1,1.0,8822.0,23.88461538,0,0,4-May,5,1,5.0,0.0,7.0,14.0,7.0,0,0,0.0,0.0
1017976,217976,12272.72727,5,13.67,346.47,C,政府机构,公共服务、社会组织,10+ years,0,1,2016/4/1,0,404,22,6.316363636,0,597.2727273,696.8181818,23,1,1.0,5556.0,28.1,0,0,4-Feb,0,1,2.0,0.0,26.0,13.0,7.0,0,0,0.0,1.0
1037397,237397,2863.636364,3,11.421,117.41,B,幼教与中小学校,文化和体育业,3 years,1,0,2011/10/1,1,19,14,8.1,0,736.3636364,797.7272727,8,0,0.0,50.0,0.6,1,0,7-Apr,3880,1,,,,,,0,0,0.0,0.0
1025395,225395,14545.45455,3,15.389,546.77,C,幼教与中小学校,农、林、牧、渔业,10+ years,1,2,2016/11/1,0,107,30,19.82181818,0,660.0,825.0,13,1,1.0,16388.61538,86.07692308,0,0,Sep-99,0,1,7.0,0.0,4.0,25.0,8.0,0,0,0.0,0.0
1039687,239687,18181.81818,3,8.541,640.57,B,政府机构,电力、热力生产供应业,9 years,0,0,2016/10/1,4,677,13,17.33,0,730.0,912.5,20,0,0.0,23210.76923,67.26923077,1,0,4-Feb,4,1,11.0,0.0,38.0,22.0,12.0,0,0,0.0,0.0
1049216,249216,10909.09091,3,17.99,361.48,D,幼教与中小学校,金融业,< 1 year,1,1,2017/3/1,4,343,27,12.01090909,0,568.6363636,710.7954545,11,0,0.0,13140.0,41.53846154,1,0,11-Jun,4,1,4.0,0.0,5.0,9.0,6.0,0,0,0.0,0.0
1006206,206206,32727.27273,3,12.582,1025.04,C,普通企业,采矿业,3 years,0,2,2014/2/1,4,777,8,8.312727273,0,556.3636364,649.0909091,11,0,0.0,13504.0,75.9,1,0,2-Jun,4,1,3.0,0.0,2.0,21.0,16.0,0,0,0.0,0.0
1000791,200791,35781.81818,3,23.298,1238.78,E,普通企业,住宿和餐饮业,10+ years,0,2,2016/2/1,0,42,26,15.16,1,613.6363636,664.7727273,21,0,0.0,12552.69231,19.84615385,1,0,Aug-96,0,1,11.0,0.0,6.0,21.0,10.0,0,0,0.0,0.0
1037037,237037,4545.454545,3,12.639,164.86,B,普通企业,房地产业,8 years,0,1,2017/2/1,0,32,21,20.39090909,0,705.0,763.75,23,0,0.0,25902.15385,25.5,0,0,Oct-85,0,1,10.0,0.0,12.0,19.0,10.0,0,0,0.0,0.0
1046462,246462,35000.0,3,17.171,1223.77,D,上市企业,采矿业,8 years,0,1,2015/4/1,4,104,23,6.785454545,0,640.9090909,747.7272727,21,0,0.0,10675.0,70.10769231,1,0,1-Feb,4,1,4.0,0.0,36.0,6.0,3.0,0,0,0.0,1.0
1040055,240055,21818.18182,5,10.736,422.59,B,政府机构,交通运输、仓储和邮政业,1 year,2,0,2015/12/1,0,245,26,14.67272727,0,568.6363636,663.4090909,9,0,0.0,10856.30769,71.18461538,0,0,Oct-88,0,1,3.0,0.0,7.0,16.0,9.0,0,0,0.0,0.0
1009751,209751,13090.90909,3,12.74,402.83,C,普通企业,采矿业,< 1 year,1,1,2017/2/1,0,466,36,14.93181818,1,720.0,780.0,7,0,0.0,14148.0,73.66153846,0,0,7-Apr,0,1,6.0,0.0,1.0,9.0,7.0,0,0,0.0,0.0
1020796,220796,7700.0,3,12.089,252.06,B,政府机构,制造业,< 1 year,1,1,2015/8/1,4,66,14,12.92,0,660.0,715.0,6,1,1.0,8974.615385,67.6,1,0,Aug-00,4,1,3.0,0.0,4.0,14.0,9.0,0,0,0.0,0.0
1026629,226629,25909.09091,5,20.064,727.44,D,普通企业,房地产业,10+ years,2,1,2014/5/1,0,614,3,24.98181818,0,780.0,910.0,9,0,0.0,33769.0,78.11538462,1,0,Apr-99,0,1,7.0,0.0,6.0,20.0,14.0,0,0,0.0,0.0
1009777,209777,20000.0,3,10.99,654.68,B,政府机构,住宿和餐饮业,10+ years,0,1,2015/7/1,5,51,13,3.829090909,0,654.5454545,763.6363636,12,0,0.0,20000.30769,29.1,0,0,Nov-90,6,1,4.0,0.0,4.0,14.0,6.0,0,0,0.0,0.0
1026519,226519,8400.0,3,13.779,292.47,C,上市企业,金融业,10+ years,1,2,2016/3/1,4,379,32,33.65454545,0,618.1818182,721.2121212,9,1,1.0,8465.538462,41.1,0,0,5-Oct,4,1,7.0,0.0,6.0,10.0,6.0,0,0,0.0,1.0
1043797,243797,10000.0,3,9.135,323.38,B,普通企业,交通运输、仓储和邮政业,9 years,0,1,2014/8/1,0,146,23,26.41,2,544.0909091,680.1136364,12,0,0.0,11406.92308,59.6,0,0,May-93,0,1,5.0,0.0,4.0,23.0,12.0,0,0,0.0,1.0
1022920,222920,9090.909091,3,10.087,318.79,B,幼教与中小学校,建筑业,3 years,0,0,2016/1/1,4,629,20,15.86,3,675.0,731.25,19,0,0.0,9494.769231,56.5,0,0,2-Apr,4,1,13.0,0.0,16.0,21.0,11.0,0,0,0.0,0.0
1003112,203112,9454.545455,5,13.44,238.99,C,政府机构,农、林、牧、渔业,2 years,2,1,2016/1/1,5,17,13,12.88363636,0,585.0,633.75,11,0,0.0,1668.923077,11.8,0,0,8-Oct,6,1,3.0,0.0,7.0,6.0,2.0,0,0,0.0,0.0
1004248,204248,11818.18182,3,16.555,346.9,C,普通企业,住宿和餐饮业,10+ years,1,1,2017/8/1,0,141,13,10.60363636,0,752.7272727,878.1818182,11,0,0.0,5034.0,85.38461538,0,0,May-99,0,1,1.0,0.0,7.0,6.0,3.0,0,0,0.0,1.0
